Digi-Key, 36-103-ND, 19481, 1, https://octopart.com/click/track?ak=8308f058&sig=0262585&sid=459&ppid=13549&vpid=212417444&ct=offers, 6, None, None, GBP, 1.37, 1.37, 1.37, 0.61392, 0.61392
Farnell, 676469, 3393, 1, https://octopart.com/click/track?ak=8308f058&sig=06c31ca&sid=819&ppid=13549&vpid=138973978&ct=offers, -, None, None, GBP, 2.09, 2.09, 1.9, 1.9, 1.9
Mouser, 534-103, 4169, 1, https://octopart.com/click/track?ak=8308f058&sig=0c15cad&sid=2401&ppid=13549&vpid=37670368&ct=offers, -, None, None, GBP, 1.3, 1.3, 1.3, 1.3, 0.620316


Newark, 16F424, 1315, 1, https://octopart.com/click/track?ak=8308f058&sig=05d3f77&sid=2402&ppid=13549&vpid=2911245&ct=offers, -, None, None, GBP, 1.31, 1.31, 1.31, 0.61418, 0.61418


