RS Components, 6868938P, 140, 25, https://octopart.com/click/track?ak=8308f058&sig=03564a2&sid=10022&ppid=40016029&vpid=437571540&ct=offers, -, None, None, GBP, -, -, 0.298, 0.298, 0.298
RS Components, 6868938, 100, 5, https://octopart.com/click/track?ak=8308f058&sig=0e1745e&sid=10022&ppid=40016029&vpid=199117654&ct=offers, -, None, None, GBP, 0.6, 0.6, 0.298, 0.298, 0.298
Digi-Key, 497-8344-1-ND, 0, 1, https://octopart.com/click/track?ak=8308f058&sig=06af260&sid=459&ppid=40016029&vpid=115223316&ct=offers, 33, None, None, GBP, 0.59, 0.59, 0.59, 0.25299, 0.25299
Digi-Key, 497-8344-6-ND, 0, 1, https://octopart.com/click/track?ak=8308f058&sig=0515bb5&sid=459&ppid=40016029&vpid=115223317&ct=offers, 33, None, None, GBP, 0.59, 0.59, 0.59, 0.25299, 0.25299
Digi-Key, 497-8344-2-ND, 0, 2500, https://octopart.com/click/track?ak=8308f058&sig=0870dfb&sid=459&ppid=40016029&vpid=119512398&ct=offers, 33, None, None, GBP, -, -, -, -, 0.191884
Mouser, 511-LF50ABDT-TR, 0, 1, https://octopart.com/click/track?c=1&ak=8308f058&sig=003e768&sid=2401&ppid=40016029&vpid=115535258&ct=offers, -, None, None, GBP, 0.64, 0.64, 0.64, 0.64, 0.223896
RS Components, 1686523, 0, 2500, https://octopart.com/click/track?c=1&ak=8308f058&sig=072fd7b&sid=10022&ppid=40016029&vpid=501300589&ct=offers, -, None, None, GBP, -, -, -, 0.286, 0.286


