Digi-Key, 455-2271-ND, 102634, 1, https://octopart.com/click/track?ak=8308f058&sig=07b3801&sid=459&ppid=291105&vpid=34221443&ct=offers, 24, None, None, GBP, 0.21, 0.21, 0.21, 0.21, 0.079179
RS Components, 8201563, 9625, 5, https://octopart.com/click/track?ak=8308f058&sig=01047a1&sid=10022&ppid=291105&vpid=199038092&ct=offers, -, None, None, GBP, 0.38, 0.38, 0.38, 0.268, 0.268
RS Components, 8201563P, 2695, 125, https://octopart.com/click/track?ak=8308f058&sig=0d833cd&sid=10022&ppid=291105&vpid=437487381&ct=offers, -, None, None, GBP, -, -, -, 0.268, 0.268

RS Components, 1667255, 0, 500, https://octopart.com/click/track?c=1&ak=8308f058&sig=008e2f1&sid=10022&ppid=291105&vpid=501096166&ct=offers, -, None, None, GBP, -, -, 0.102, 0.102, 0.102



Newark, 73M9441, 44629, 1, https://octopart.com/click/track?ak=8308f058&sig=0aea8bc&sid=2402&ppid=7501622&vpid=11373019&ct=offers, -, None, None, GBP, 0.4, 0.4, 0.4, 0.19316, 0.19316

