JST-B2B-XH-A,1,BT1
Pin_Header_Straight_1x03_Pitch2.54mm,1,J2
Pin_Header_Straight_1x05_Pitch2.54mm,1,J3
Pin_Header_Straight_2x03_Pitch2.54mm,1,J4
JST-B2B-XH-A,1,SW1
Pin_Header_Straight_1x06_Pitch2.54mm,1,U12
MCP1703A-3302_SOT23,1,U2
JST-B2B-XH-A,8,U3 U5 U6 U7 U8 U9 U10 U11
