

RS Components, 2285685, 15917, 1, https://octopart.com/click/track?ak=8308f058&sig=00cc2f5&sid=10022&ppid=871829&vpid=199042187&ct=offers, -, None, None, GBP, 1.0, 1.0, 0.15, 0.15, 0.15



Newark, 17M9085, 6794, 5, https://octopart.com/click/track?ak=8308f058&sig=01dae4e&sid=2402&ppid=871829&vpid=6684056&ct=offers, -, None, None, GBP, 0.32, 0.32, 0.32, 0.32, 0.083578
