Farnell, 2063950, 1523, 1, https://octopart.com/click/track?ak=8308f058&sig=0941dd0&sid=819&ppid=142991&vpid=138875803&ct=offers, -, None, None, GBP, 0.32, 0.208, 0.208, 0.208, 0.208
Farnell, 2057965, 1005, 1, https://octopart.com/click/track?ak=8308f058&sig=0120258&sid=819&ppid=142991&vpid=194123171&ct=offers, -, None, None, GBP, 0.3, 0.3, 0.3, 0.158, 0.158
RS Components, 5476294, 3625, 5, https://octopart.com/click/track?ak=8308f058&sig=0ba8965&sid=10022&ppid=142991&vpid=199021958&ct=offers, -, None, None, GBP, 0.24, 0.24, 0.24, 0.124, 0.124
RS Components, 5476294P, 1656, 75, https://octopart.com/click/track?ak=8308f058&sig=0bedbb1&sid=10022&ppid=142991&vpid=437473743&ct=offers, -, None, None, GBP, -, -, -, 0.124, 0.124
Mouser, 559-FOXS160-20-LF, 525, 1, https://octopart.com/click/track?ak=8308f058&sig=01156db&sid=2401&ppid=142991&vpid=37654280&ct=offers, -, None, None, GBP, 0.26, 0.26, 0.26, 0.26, 0.119574
RS Components, 1734298, 0, 1000, https://octopart.com/click/track?c=1&ak=8308f058&sig=03bbbf0&sid=10022&ppid=142991&vpid=501057826&ct=offers, -, None, None, GBP, -, -, -, 0.158, 0.158
Newark, 58T1826, 1005, 1, https://octopart.com/click/track?ak=8308f058&sig=03ad36e&sid=2402&ppid=142991&vpid=40644476&ct=offers, -, None, None, GBP, 0.28, 0.28, 0.28, 0.14947, 0.14947


