Digi-Key, DS3231M+-ND, 179, 1, https://octopart.com/click/track?ak=8308f058&sig=0951b76&sid=459&ppid=44322453&vpid=118199059&ct=offers, 8, None, None, GBP, 6.12, 6.12, 6.12, 3.28041, 3.28041
Farnell, 2515405, 12, 1, https://octopart.com/click/track?ak=8308f058&sig=063e6cf&sid=819&ppid=44322453&vpid=464828402&ct=offers, -, None, None, GBP, 6.01, 6.01, 3.4, 3.4, 3.4
Mouser, 700-DS3231M+, 839, 1, https://octopart.com/click/track?ak=8308f058&sig=0e94655&sid=2401&ppid=44322453&vpid=116121165&ct=offers, -, None, None, GBP, 6.11, 6.11, 6.11, 6.11, 3.151419
Newark, 73Y1622, 12, 1, https://octopart.com/click/track?ak=8308f058&sig=08d23ec&sid=2402&ppid=44322453&vpid=423905310&ct=offers, -, None, None, GBP, 6.11, 6.11, 4.1482, 4.1482, 4.1482
