Digi-Key, ATMEGA328P-PU-ND, 18862, 1, https://octopart.com/click/track?ak=8308f058&sig=04b47fc&sid=459&ppid=77760224&vpid=408716895&ct=offers, 6, None, None, GBP, 1.64, 1.64, 1.3658, 1.3658, 1.3658
RS Components, 1310276P, 2242, 10, https://octopart.com/click/track?ak=8308f058&sig=02fa352&sid=10022&ppid=77760224&vpid=452248434&ct=offers, -, None, None, GBP, -, -, 1.35, 1.35, 1.35
RS Components, 1310276, 760, 2, https://octopart.com/click/track?ak=8308f058&sig=0135c8e&sid=10022&ppid=77760224&vpid=460566728&ct=offers, -, None, None, GBP, 1.85, 1.85, 1.35, 1.35, 1.35
Mouser, 556-ATMEGA328P-PU, 0, 1, https://octopart.com/click/track?ak=8308f058&sig=0875dd3&sid=2401&ppid=77760224&vpid=408978608&ct=offers, -, None, None, GBP, 1.65, 1.65, 1.65, 1.65, 1.372034

Newark, 68T2944, 5180, 1, https://octopart.com/click/track?ak=8308f058&sig=098e4da&sid=2402&ppid=77760224&vpid=410223186&ct=offers, -, None, None, GBP, 1.65, 1.65, 1.372, 1.372, 1.372



