RS Components, 2989309, 435625, 25, https://octopart.com/click/track?ak=8308f058&sig=033ac8c&sid=10022&ppid=97824&vpid=199040048&ct=offers, -, None, None, GBP, -, -, -, 0.012, 0.012
Digi-Key, 399-1159-1-ND, 0, 1, https://octopart.com/click/track?ak=8308f058&sig=0189ecf&sid=459&ppid=97824&vpid=2027612&ct=offers, 45, None, None, GBP, 0.08, 0.08, 0.08, 0.01487, 0.01487
Digi-Key, 399-1159-6-ND, 0, 1, https://octopart.com/click/track?ak=8308f058&sig=0754723&sid=459&ppid=97824&vpid=34044376&ct=offers, 45, None, None, GBP, 0.08, 0.08, 0.08, 0.01487, 0.01487
Digi-Key, 399-1159-2-ND, 0, 4000, https://octopart.com/click/track?ak=8308f058&sig=030ac7d&sid=459&ppid=97824&vpid=1686575&ct=offers, 45, None, None, GBP, -, -, -, 0.0108, 0.0108
RS Components, 1700158, 0, 1, https://octopart.com/click/track?c=1&ak=8308f058&sig=0a12cfc&sid=10022&ppid=97824&vpid=501103708&ct=offers, -, None, None, GBP, 6.05, 6.05, 6.05, 6.05, 6.05
Mouser, 80-C0805C103K1R, 0, 1, https://octopart.com/click/track?c=1&ak=8308f058&sig=09e7564&sid=2401&ppid=97824&vpid=37775407&ct=offers, -, None, None, GBP, 0.08, 0.08, 0.08, 0.08, 0.006901
RS Components, 2989309P, 0, 125, https://octopart.com/click/track?c=1&ak=8308f058&sig=0873068&sid=10022&ppid=97824&vpid=437489114&ct=offers, -, None, None, GBP, -, -, -, 0.012, 0.012











