Digi-Key, ADG407BPZ-ND, 120, 1, https://octopart.com/click/track?ak=8308f058&sig=06a968c&sid=459&ppid=80741&vpid=1633322&ct=offers, 7, None, None, GBP, 11.64, 11.64, 9.0363, 9.0363, 9.0363
Mouser, 584-ADG407BPZ, 821, 1, https://octopart.com/click/track?ak=8308f058&sig=01f57f4&sid=2401&ppid=80741&vpid=77864500&ct=offers, -, None, None, GBP, 11.64, 11.64, 11.64, 11.64, 7.468327
RS Components, 427339P, 99, 8, https://octopart.com/click/track?ak=8308f058&sig=0cd18ab&sid=10022&ppid=80741&vpid=437439565&ct=offers, -, None, None, GBP, 10.81, 10.25, 10.25, 10.25, 10.25


RS Components, 427339, 0, 1, https://octopart.com/click/track?c=1&ak=8308f058&sig=0690085&sid=10022&ppid=80741&vpid=198982342&ct=offers, -, None, None, GBP, 10.81, 10.25, 10.25, 10.25, 10.25
RS Components, 9128788, 0, 39, https://octopart.com/click/track?c=1&ak=8308f058&sig=01dd9a0&sid=10022&ppid=80741&vpid=265577701&ct=offers, -, None, None, GBP, -, -, 7.797, 7.797, 7.797


